=== MAP GENERATION DATA ===

--- STATIONS ---
BFP (bfpbuilding): Grid (23, 31) | Pixels (4416, 5952) | Rot: 0
smallhouse12: Grid (10, 29) | Pixels (1920, 5568) | Rot: 0
kindahouse: Grid (12, 29) | Pixels (2304, 5568) | Rot: 0
building 1: Grid (13, 29) | Pixels (2496, 5568) | Rot: 0
tree 2: Grid (15, 29) | Pixels (2880, 5568) | Rot: 0
tree 3: Grid (18, 29) | Pixels (3456, 5568) | Rot: 0
tree 1: Grid (20, 29) | Pixels (3840, 5568) | Rot: 0
building 3: Grid (27, 29) | Pixels (5184, 5568) | Rot: 0
smallhouse3: Grid (28, 29) | Pixels (5376, 5568) | Rot: 0
tree 3: Grid (29, 29) | Pixels (5568, 5568) | Rot: 0
smallhouse3: Grid (30, 29) | Pixels (5760, 5568) | Rot: 0
building 2: Grid (31, 29) | Pixels (5952, 5568) | Rot: 0
buildingg: Grid (33, 29) | Pixels (6336, 5568) | Rot: 0
squarehouse: Grid (34, 29) | Pixels (6528, 5568) | Rot: 0
kindahouse: Grid (36, 29) | Pixels (6912, 5568) | Rot: 0
squarehouse: Grid (37, 29) | Pixels (7104, 5568) | Rot: 0
tree 3: Grid (40, 29) | Pixels (7680, 5568) | Rot: 0
tree 2: Grid (3, 30) | Pixels (576, 5760) | Rot: 0
tree 2: Grid (9, 30) | Pixels (1728, 5760) | Rot: 0
tree 3: Grid (10, 30) | Pixels (1920, 5760) | Rot: 0
smallhouseee: Grid (13, 30) | Pixels (2496, 5760) | Rot: 0
Redhousee: Grid (15, 30) | Pixels (2880, 5760) | Rot: 0
tree 2: Grid (17, 30) | Pixels (3264, 5760) | Rot: 0
buildingg: Grid (18, 30) | Pixels (3456, 5760) | Rot: 0
smallhouse: Grid (20, 30) | Pixels (3840, 5760) | Rot: 0
kindahouse: Grid (27, 30) | Pixels (5184, 5760) | Rot: 0
tree 1: Grid (28, 30) | Pixels (5376, 5760) | Rot: 0
tree 2: Grid (29, 30) | Pixels (5568, 5760) | Rot: 0
smallhouse3: Grid (33, 30) | Pixels (6336, 5760) | Rot: 0
tree 2: Grid (34, 30) | Pixels (6528, 5760) | Rot: 0
building 1: Grid (36, 30) | Pixels (6912, 5760) | Rot: 0
kindahouse: Grid (37, 30) | Pixels (7104, 5760) | Rot: 0
tree 3: Grid (8, 31) | Pixels (1536, 5952) | Rot: 0
tree 2: Grid (9, 31) | Pixels (1728, 5952) | Rot: 0
building 1: Grid (10, 31) | Pixels (1920, 5952) | Rot: 0
building 2: Grid (12, 31) | Pixels (2304, 5952) | Rot: 0
HOuseee: Grid (13, 31) | Pixels (2496, 5952) | Rot: 0
buildingg: Grid (15, 31) | Pixels (2880, 5952) | Rot: 0
building 4: Grid (18, 31) | Pixels (3456, 5952) | Rot: 0
smallhouse: Grid (27, 31) | Pixels (5184, 5952) | Rot: 0
tree 3: Grid (30, 31) | Pixels (5760, 5952) | Rot: 0
big house: Grid (31, 31) | Pixels (5952, 5952) | Rot: 0
building 1: Grid (33, 31) | Pixels (6336, 5952) | Rot: 0
HOuseee: Grid (34, 31) | Pixels (6528, 5952) | Rot: 0
apartment2: Grid (36, 31) | Pixels (6912, 5952) | Rot: 0
Redhousee: Grid (37, 31) | Pixels (7104, 5952) | Rot: 0
tree 2: Grid (39, 31) | Pixels (7488, 5952) | Rot: 0
tree 1: Grid (40, 31) | Pixels (7680, 5952) | Rot: 0
tree 1: Grid (0, 32) | Pixels (0, 6144) | Rot: 0
tree 2: Grid (1, 32) | Pixels (192, 6144) | Rot: 0
smallhouse3: Grid (3, 32) | Pixels (576, 6144) | Rot: 0
buildingg: Grid (4, 32) | Pixels (768, 6144) | Rot: 0
smallhouse: Grid (5, 32) | Pixels (960, 6144) | Rot: 0
squarehouse: Grid (6, 32) | Pixels (1152, 6144) | Rot: 0
smallhouse3: Grid (7, 32) | Pixels (1344, 6144) | Rot: 0
building 2: Grid (8, 32) | Pixels (1536, 6144) | Rot: 0
HOuseee: Grid (12, 32) | Pixels (2304, 6144) | Rot: 0
smallhouseee: Grid (13, 32) | Pixels (2496, 6144) | Rot: 0
tree 1: Grid (16, 32) | Pixels (3072, 6144) | Rot: 0
buildingg: Grid (17, 32) | Pixels (3264, 6144) | Rot: 0
building 1: Grid (18, 32) | Pixels (3456, 6144) | Rot: 0
kindahouse: Grid (27, 32) | Pixels (5184, 6144) | Rot: 0
building 4: Grid (28, 32) | Pixels (5376, 6144) | Rot: 0
apartment2: Grid (29, 32) | Pixels (5568, 6144) | Rot: 0
tree 2: Grid (30, 32) | Pixels (5760, 6144) | Rot: 0
tree 2: Grid (31, 32) | Pixels (5952, 6144) | Rot: 0
smallhouse: Grid (33, 32) | Pixels (6336, 6144) | Rot: 0
building 1: Grid (34, 32) | Pixels (6528, 6144) | Rot: 0
Redhousee: Grid (37, 32) | Pixels (7104, 6144) | Rot: 0
tree 2: Grid (40, 33) | Pixels (7680, 6336) | Rot: 0
tree 2: Grid (1, 34) | Pixels (192, 6528) | Rot: 0
tree 1: Grid (3, 34) | Pixels (576, 6528) | Rot: 0
smallhouseee: Grid (4, 34) | Pixels (768, 6528) | Rot: 0
building 3: Grid (5, 34) | Pixels (960, 6528) | Rot: 0
HOuseee: Grid (6, 34) | Pixels (1152, 6528) | Rot: 0
buildingg: Grid (8, 34) | Pixels (1536, 6528) | Rot: 0
smallhouse3: Grid (11, 34) | Pixels (2112, 6528) | Rot: 0
buildingg: Grid (12, 34) | Pixels (2304, 6528) | Rot: 0
apartment2: Grid (13, 34) | Pixels (2496, 6528) | Rot: 0
HOuseee: Grid (15, 34) | Pixels (2880, 6528) | Rot: 0
squarehouse: Grid (17, 34) | Pixels (3264, 6528) | Rot: 0
apartment2: Grid (18, 34) | Pixels (3456, 6528) | Rot: 0
tree 2: Grid (20, 34) | Pixels (3840, 6528) | Rot: 0
smallhouseee: Grid (27, 34) | Pixels (5184, 6528) | Rot: 0
squarehouse: Grid (31, 34) | Pixels (5952, 6528) | Rot: 0
buildingg: Grid (34, 34) | Pixels (6528, 6528) | Rot: 0
building 1: Grid (37, 34) | Pixels (7104, 6528) | Rot: 0
tree 2: Grid (0, 35) | Pixels (0, 6720) | Rot: 0
tree 2: Grid (1, 35) | Pixels (192, 6720) | Rot: 0
building 1: Grid (3, 35) | Pixels (576, 6720) | Rot: 0
tree 1: Grid (6, 35) | Pixels (1152, 6720) | Rot: 0
tree 1: Grid (8, 35) | Pixels (1536, 6720) | Rot: 0
building 2: Grid (9, 35) | Pixels (1728, 6720) | Rot: 0
big house: Grid (13, 35) | Pixels (2496, 6720) | Rot: 0
big house: Grid (18, 35) | Pixels (3456, 6720) | Rot: 0
big house: Grid (20, 35) | Pixels (3840, 6720) | Rot: 0
smallhouseee: Grid (22, 35) | Pixels (4224, 6720) | Rot: 0
building 2: Grid (23, 35) | Pixels (4416, 6720) | Rot: 0
smallhouseee: Grid (24, 35) | Pixels (4608, 6720) | Rot: 0
HOuseee: Grid (27, 35) | Pixels (5184, 6720) | Rot: 0
kindahouse: Grid (33, 35) | Pixels (6336, 6720) | Rot: 0
smallhouse: Grid (34, 35) | Pixels (6528, 6720) | Rot: 0
tree 2: Grid (36, 35) | Pixels (6912, 6720) | Rot: 0
Redhousee: Grid (37, 35) | Pixels (7104, 6720) | Rot: 0
tree 2: Grid (40, 35) | Pixels (7680, 6720) | Rot: 0
tree 3: Grid (0, 36) | Pixels (0, 6912) | Rot: 0
tree 1: Grid (3, 36) | Pixels (576, 6912) | Rot: 0
big house: Grid (6, 36) | Pixels (1152, 6912) | Rot: 0
Redhousee: Grid (8, 36) | Pixels (1536, 6912) | Rot: 0
smallhouseee: Grid (9, 36) | Pixels (1728, 6912) | Rot: 0
smallhouse12: Grid (11, 36) | Pixels (2112, 6912) | Rot: 0
kindahouse: Grid (13, 36) | Pixels (2496, 6912) | Rot: 0
tree 2: Grid (15, 36) | Pixels (2880, 6912) | Rot: 0
kindahouse: Grid (20, 36) | Pixels (3840, 6912) | Rot: 0
tree 3: Grid (22, 36) | Pixels (4224, 6912) | Rot: 0
tree 2: Grid (23, 36) | Pixels (4416, 6912) | Rot: 0
tree 2: Grid (29, 36) | Pixels (5568, 6912) | Rot: 0
tree 3: Grid (30, 36) | Pixels (5760, 6912) | Rot: 0
tree 1: Grid (31, 36) | Pixels (5952, 6912) | Rot: 0
Redhousee: Grid (33, 36) | Pixels (6336, 6912) | Rot: 0
smallhouseee: Grid (34, 36) | Pixels (6528, 6912) | Rot: 0
smallhouse3: Grid (36, 36) | Pixels (6912, 6912) | Rot: 0
HOuseee: Grid (37, 36) | Pixels (7104, 6912) | Rot: 0
tree 3: Grid (39, 36) | Pixels (7488, 6912) | Rot: 0
tree 2: Grid (3, 37) | Pixels (576, 7104) | Rot: 0
kindahouse: Grid (5, 37) | Pixels (960, 7104) | Rot: 0
tree 1: Grid (9, 37) | Pixels (1728, 7104) | Rot: 0
apartment: Grid (11, 37) | Pixels (2112, 7104) | Rot: 0
HOuseee: Grid (13, 37) | Pixels (2496, 7104) | Rot: 0
buildingg: Grid (15, 37) | Pixels (2880, 7104) | Rot: 0
smallhouse: Grid (16, 37) | Pixels (3072, 7104) | Rot: 0
big house: Grid (18, 37) | Pixels (3456, 7104) | Rot: 0
smallhouse: Grid (20, 37) | Pixels (3840, 7104) | Rot: 0
building 4: Grid (21, 37) | Pixels (4032, 7104) | Rot: 0
tree 3: Grid (23, 37) | Pixels (4416, 7104) | Rot: 0
tree 1: Grid (24, 37) | Pixels (4608, 7104) | Rot: 0
Redhousee: Grid (25, 37) | Pixels (4800, 7104) | Rot: 0
smallhouse3: Grid (27, 37) | Pixels (5184, 7104) | Rot: 0
apartment: Grid (28, 37) | Pixels (5376, 7104) | Rot: 0
building 4: Grid (29, 37) | Pixels (5568, 7104) | Rot: 0
kindahouse: Grid (31, 37) | Pixels (5952, 7104) | Rot: 0
building 3: Grid (33, 37) | Pixels (6336, 7104) | Rot: 0
tree 2: Grid (34, 37) | Pixels (6528, 7104) | Rot: 0
smallhouse: Grid (36, 37) | Pixels (6912, 7104) | Rot: 0
tree 2: Grid (39, 37) | Pixels (7488, 7104) | Rot: 0
tree 1: Grid (1, 38) | Pixels (192, 7296) | Rot: 0
tree 2: Grid (3, 39) | Pixels (576, 7488) | Rot: 0
tree 1: Grid (10, 39) | Pixels (1920, 7488) | Rot: 0
tree 2: Grid (14, 39) | Pixels (2688, 7488) | Rot: 0
tree 3: Grid (16, 39) | Pixels (3072, 7488) | Rot: 0
tree 2: Grid (17, 39) | Pixels (3264, 7488) | Rot: 0
tree 3: Grid (22, 39) | Pixels (4224, 7488) | Rot: 0
tree 1: Grid (24, 39) | Pixels (4608, 7488) | Rot: 0
tree 3: Grid (30, 39) | Pixels (5760, 7488) | Rot: 0
tree 2: Grid (37, 39) | Pixels (7104, 7488) | Rot: 0
tree 2: Grid (40, 39) | Pixels (7680, 7488) | Rot: 0
tree 3: Grid (5, 40) | Pixels (960, 7680) | Rot: 0
tree 3: Grid (9, 40) | Pixels (1728, 7680) | Rot: 0
tree 2: Grid (10, 40) | Pixels (1920, 7680) | Rot: 0
tree 3: Grid (13, 40) | Pixels (2496, 7680) | Rot: 0
tree 1: Grid (14, 40) | Pixels (2688, 7680) | Rot: 0
tree 2: Grid (15, 40) | Pixels (2880, 7680) | Rot: 0
tree 1: Grid (16, 40) | Pixels (3072, 7680) | Rot: 0
tree 2: Grid (17, 40) | Pixels (3264, 7680) | Rot: 0
tree 3: Grid (18, 40) | Pixels (3456, 7680) | Rot: 0
tree 3: Grid (22, 40) | Pixels (4224, 7680) | Rot: 0
tree 3: Grid (23, 40) | Pixels (4416, 7680) | Rot: 0
tree 2: Grid (24, 40) | Pixels (4608, 7680) | Rot: 0
tree 3: Grid (25, 40) | Pixels (4800, 7680) | Rot: 0
tree 1: Grid (27, 40) | Pixels (5184, 7680) | Rot: 0
tree 1: Grid (29, 40) | Pixels (5568, 7680) | Rot: 0
tree 1: Grid (30, 40) | Pixels (5760, 7680) | Rot: 0
tree 1: Grid (31, 40) | Pixels (5952, 7680) | Rot: 0
tree 2: Grid (33, 40) | Pixels (6336, 7680) | Rot: 0
tree 3: Grid (38, 40) | Pixels (7296, 7680) | Rot: 0
tree 1: Grid (40, 40) | Pixels (7680, 7680) | Rot: 0
HOuseee: Grid (35, 15) | Pixels (6720, 2880) | Rot: 0
Redhousee: Grid (35, 17) | Pixels (6720, 3264) | Rot: 0
Redhousee: Grid (23, 28) | Pixels (4416, 5376) | Rot: 0
tree 2: Grid (13, 19) | Pixels (2496, 3648) | Rot: 0

--- ROADS ---
Vertical DOUBLE SIDEWALK: Grid (38, 23) | Pixels (7296, 4416) | Rot: 0
intersection3 N W S: Grid (26, 21) | Pixels (4992, 4032) | Rot: 0
Horizontal double sidewalk: Grid (7, 26) | Pixels (1344, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (7, 35) | Pixels (1344, 6720) | Rot: 0
intersection 3 N E W: Grid (27, 13) | Pixels (5184, 2496) | Rot: 0
Horizontal double sidewalk: Grid (8, 9) | Pixels (1536, 1728) | Rot: 0
Horizontal double sidewalk: Grid (4, 2) | Pixels (768, 384) | Rot: 0
Horizontal double sidewalk: Grid (33, 38) | Pixels (6336, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (10, 36) | Pixels (1920, 6912) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 32) | Pixels (384, 6144) | Rot: 0
Horizontal double sidewalk: Grid (22, 10) | Pixels (4224, 1920) | Rot: 0
Horizontal double sidewalk: Grid (34, 21) | Pixels (6528, 4032) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 15) | Pixels (2688, 2880) | Rot: 0
intersection3 N E S: Grid (14, 24) | Pixels (2688, 4608) | Rot: 0
Intersection N E W S: Grid (14, 33) | Pixels (2688, 6336) | Rot: 0
Horizontal double sidewalk: Grid (3, 33) | Pixels (576, 6336) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (38, 9) | Pixels (7296, 1728) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (38, 18) | Pixels (7296, 3456) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (26, 16) | Pixels (4992, 3072) | Rot: 0
Horizontal double sidewalk: Grid (15, 16) | Pixels (2880, 3072) | Rot: 0
Horizontal double sidewalk: Grid (7, 12) | Pixels (1344, 2304) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (26, 25) | Pixels (4992, 4800) | Rot: 0
Horizontal double sidewalk: Grid (7, 21) | Pixels (1344, 4032) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (29, 27) | Pixels (5568, 5184) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (19, 4) | Pixels (3648, 768) | Rot: 0
Horizontal double sidewalk: Grid (11, 9) | Pixels (2112, 1728) | Rot: 0
intersection3 N W S: Grid (33, 6) | Pixels (6336, 1152) | Rot: 0
Horizontal double sidewalk: Grid (33, 24) | Pixels (6336, 4608) | Rot: 0
Horizontal double sidewalk: Grid (33, 33) | Pixels (6336, 6336) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 27) | Pixels (384, 5184) | Rot: 0
Horizontal double sidewalk: Grid (25, 38) | Pixels (4800, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 36) | Pixels (384, 6912) | Rot: 0
Horizontal double sidewalk: Grid (37, 21) | Pixels (7104, 4032) | Rot: 0
intersection3 N E S: Grid (14, 28) | Pixels (2688, 5376) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 37) | Pixels (2688, 7104) | Rot: 0
Horizontal double sidewalk: Grid (15, 2) | Pixels (2880, 384) | Rot: 0
Horizontal double sidewalk: Grid (26, 2) | Pixels (4992, 384) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (38, 4) | Pixels (7296, 768) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (26, 20) | Pixels (4992, 3840) | Rot: 0
Horizontal double sidewalk: Grid (7, 16) | Pixels (1344, 3072) | Rot: 0
Horizontal double sidewalk: Grid (18, 16) | Pixels (3456, 3072) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (21, 18) | Pixels (4032, 3456) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (21, 27) | Pixels (4032, 5184) | Rot: 0
Horizontal double sidewalk: Grid (6, 38) | Pixels (1152, 7296) | Rot: 0
intersection3 N W S: Grid (33, 10) | Pixels (6336, 1920) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (10, 8) | Pixels (1920, 1536) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 13) | Pixels (384, 2496) | Rot: 0
Horizontal double sidewalk: Grid (10, 26) | Pixels (1920, 4992) | Rot: 0
Horizontal double sidewalk: Grid (33, 28) | Pixels (6336, 5376) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 22) | Pixels (384, 4224) | Rot: 0
Horizontal double sidewalk: Grid (25, 24) | Pixels (4800, 4608) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (10, 35) | Pixels (1920, 6720) | Rot: 0
Horizontal double sidewalk: Grid (34, 2) | Pixels (6528, 384) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 31) | Pixels (384, 5952) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 5) | Pixels (2688, 960) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 23) | Pixels (2688, 4416) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 32) | Pixels (2688, 6144) | Rot: 0
Horizontal double sidewalk: Grid (7, 2) | Pixels (1344, 384) | Rot: 0
Horizontal double sidewalk: Grid (18, 2) | Pixels (3456, 384) | Rot: 0
Horizontal double sidewalk: Grid (36, 38) | Pixels (6912, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 15) | Pixels (1152, 2880) | Rot: 0
intersection3 E W S: Grid (21, 13) | Pixels (4032, 2496) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (29, 26) | Pixels (5568, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (21, 22) | Pixels (4032, 4224) | Rot: 0
Horizontal double sidewalk: Grid (6, 33) | Pixels (1152, 6336) | Rot: 0
intersection3 N E S: Grid (33, 5) | Pixels (6336, 960) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (10, 3) | Pixels (1920, 576) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 8) | Pixels (384, 1536) | Rot: 0
Horizontal double sidewalk: Grid (25, 10) | Pixels (4800, 1920) | Rot: 0
Horizontal double sidewalk: Grid (10, 21) | Pixels (1920, 4032) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 17) | Pixels (384, 3264) | Rot: 0
intersection3 N E S: Grid (2, 26) | Pixels (384, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 35) | Pixels (384, 6720) | Rot: 0
Horizontal double sidewalk: Grid (37, 2) | Pixels (7104, 384) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 36) | Pixels (6144, 6912) | Rot: 0
Horizontal double sidewalk: Grid (22, 13) | Pixels (4224, 2496) | Rot: 0
Horizontal double sidewalk: Grid (3, 9) | Pixels (576, 1728) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 18) | Pixels (2688, 3456) | Rot: 0
Horizontal double sidewalk: Grid (36, 24) | Pixels (6912, 4608) | Rot: 0
Horizontal double sidewalk: Grid (17, 20) | Pixels (3264, 3840) | Rot: 0
Horizontal double sidewalk: Grid (36, 33) | Pixels (6912, 6336) | Rot: 0
Horizontal double sidewalk: Grid (17, 38) | Pixels (3264, 7296) | Rot: 0
Horizontal double sidewalk: Grid (28, 38) | Pixels (5376, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 10) | Pixels (1152, 1920) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 19) | Pixels (1152, 3648) | Rot: 0
intersection3 N E S: Grid (21, 17) | Pixels (4032, 3264) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (21, 26) | Pixels (4032, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (33, 9) | Pixels (6336, 1728) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (10, 7) | Pixels (1920, 1344) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 3) | Pixels (384, 576) | Rot: 0
Horizontal double sidewalk: Grid (10, 16) | Pixels (1920, 3072) | Rot: 0
intersection3 N E S: Grid (2, 12) | Pixels (384, 2304) | Rot: 0
intersection3 N E S: Grid (2, 21) | Pixels (384, 4032) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 22) | Pixels (6144, 4224) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 30) | Pixels (384, 5760) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 31) | Pixels (6144, 5952) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (14, 4) | Pixels (2688, 768) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (35, 36) | Pixels (6720, 6912) | Rot: 0
intersection3 N E S: Grid (28, 6) | Pixels (5376, 1152) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (17, 15) | Pixels (3264, 2880) | Rot: 0
Horizontal double sidewalk: Grid (36, 28) | Pixels (6912, 5376) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 11) | Pixels (1728, 2112) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (5, 22) | Pixels (960, 4224) | Rot: 0
Horizontal double sidewalk: Grid (17, 24) | Pixels (3264, 4608) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 20) | Pixels (1728, 3840) | Rot: 0
Horizontal double sidewalk: Grid (17, 33) | Pixels (3264, 6336) | Rot: 0
Horizontal double sidewalk: Grid (28, 33) | Pixels (5376, 6336) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 5) | Pixels (1152, 960) | Rot: 0
Horizontal double sidewalk: Grid (9, 38) | Pixels (1728, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 14) | Pixels (1152, 2688) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (29, 25) | Pixels (5568, 4800) | Rot: 0
intersection3 N E S: Grid (21, 21) | Pixels (4032, 4032) | Rot: 0
intersection3 E W S: Grid (10, 2) | Pixels (1920, 384) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (33, 4) | Pixels (6336, 768) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 7) | Pixels (384, 1344) | Rot: 0
intersection3 N E S: Grid (2, 16) | Pixels (384, 3072) | Rot: 0
Horizontal double sidewalk: Grid (24, 13) | Pixels (4608, 2496) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 26) | Pixels (6144, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 35) | Pixels (6144, 6720) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (35, 31) | Pixels (6720, 5952) | Rot: 0
Horizontal double sidewalk: Grid (36, 5) | Pixels (6912, 960) | Rot: 0
intersection 3 N E W: Grid (28, 10) | Pixels (5376, 1920) | Rot: 0
Horizontal double sidewalk: Grid (9, 6) | Pixels (1728, 1152) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 15) | Pixels (1728, 2880) | Rot: 0
intersection 3 N E W: Grid (5, 26) | Pixels (960, 4992) | Rot: 0
Horizontal double sidewalk: Grid (17, 28) | Pixels (3264, 5376) | Rot: 0
Horizontal double sidewalk: Grid (28, 28) | Pixels (5376, 5376) | Rot: 0
Horizontal double sidewalk: Grid (29, 2) | Pixels (5568, 384) | Rot: 0
Horizontal double sidewalk: Grid (9, 33) | Pixels (1728, 6336) | Rot: 0
Intersection N E W S: Grid (6, 9) | Pixels (1152, 1728) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 18) | Pixels (1152, 3456) | Rot: 0
intersection3 N W S: Grid (21, 16) | Pixels (4032, 3072) | Rot: 0
Horizontal double sidewalk: Grid (20, 20) | Pixels (3840, 3840) | Rot: 0
intersection3 N W S: Grid (10, 6) | Pixels (1920, 1152) | Rot: 0
Corner South East: Grid (2, 2) | Pixels (384, 384) | Rot: 0
Horizontal double sidewalk: Grid (20, 38) | Pixels (3840, 7296) | Rot: 0
Horizontal double sidewalk: Grid (31, 38) | Pixels (5952, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (2, 11) | Pixels (384, 2112) | Rot: 0
intersection3 N E S: Grid (32, 21) | Pixels (6144, 4032) | Rot: 0
Horizontal double sidewalk: Grid (24, 17) | Pixels (4608, 3264) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 30) | Pixels (6144, 5760) | Rot: 0
Horizontal double sidewalk: Grid (13, 26) | Pixels (2496, 4992) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (35, 35) | Pixels (6720, 6720) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (28, 5) | Pixels (5376, 960) | Rot: 0
Horizontal double sidewalk: Grid (5, 12) | Pixels (960, 2304) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 10) | Pixels (1728, 1920) | Rot: 0
intersection3 E W S: Grid (5, 21) | Pixels (960, 4032) | Rot: 0
Horizontal double sidewalk: Grid (28, 23) | Pixels (5376, 4416) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 19) | Pixels (1728, 3648) | Rot: 0
Horizontal double sidewalk: Grid (29, 6) | Pixels (5568, 1152) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 4) | Pixels (1152, 768) | Rot: 0
Horizontal double sidewalk: Grid (21, 2) | Pixels (4032, 384) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (6, 13) | Pixels (1152, 2496) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (19, 32) | Pixels (3648, 6144) | Rot: 0
Horizontal double sidewalk: Grid (20, 24) | Pixels (3840, 4608) | Rot: 0
Horizontal double sidewalk: Grid (20, 33) | Pixels (3840, 6336) | Rot: 0
Horizontal double sidewalk: Grid (31, 33) | Pixels (5952, 6336) | Rot: 0
Horizontal double sidewalk: Grid (12, 38) | Pixels (2304, 7296) | Rot: 0
Horizontal double sidewalk: Grid (23, 38) | Pixels (4416, 7296) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (32, 25) | Pixels (6144, 4800) | Rot: 0
Horizontal double sidewalk: Grid (13, 21) | Pixels (2496, 4032) | Rot: 0
intersection 3 N E W: Grid (35, 21) | Pixels (6720, 4032) | Rot: 0
Horizontal double sidewalk: Grid (24, 21) | Pixels (4608, 4032) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (35, 30) | Pixels (6720, 5760) | Rot: 0
Horizontal double sidewalk: Grid (36, 13) | Pixels (6912, 2496) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (38, 32) | Pixels (7296, 6144) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (28, 9) | Pixels (5376, 1728) | Rot: 0
Horizontal double sidewalk: Grid (5, 16) | Pixels (960, 3072) | Rot: 0
Horizontal double sidewalk: Grid (28, 18) | Pixels (5376, 3456) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (9, 14) | Pixels (1728, 2688) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (5, 25) | Pixels (960, 4800) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (19, 36) | Pixels (3648, 6912) | Rot: 0
Vertical DOUBLE SIDEWALK: Grid (11, 32) | Pixels (2112, 6144) | Rot: 0
